	PDB	Chain ID	Molecule Type	Unnamed: 0	Uniprot ID	Chain	Covered Residues	Declared_Coverage	Length	Coverage	Resolution (Å)	Chain PDB ID
992	3BTD	E	polypeptide(L)	858.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.9	3BTD_E
993	3BTD	I	polypeptide(L)	859.0	P00974	I	57.0	0.734	100.0	0.57	1.9	3BTD_I
994	3BTE	E	polypeptide(L)	860.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.85	3BTE_E
995	3BTE	I	polypeptide(L)	861.0	P00974	I	57.0	0.734	100.0	0.57	1.85	3BTE_I
996	3BTF	E	polypeptide(L)	862.0	P00760	E	222.0	0.974	246.0	0.902439024390244	1.8	3BTF_E
997	3BTF	I	polypeptide(L)	863.0	P00974	I	57.0	0.734	100.0	0.57	1.8	3BTF_I
998	2VIS	A	polypeptide(L)									2VIS_A
999	2VIS	B	polypeptide(L)	864.0	Q99LC4	B	97.0	0.477	463.0	0.2095032397408207	3.25	2VIS_B
1000	2VIS	B	polypeptide(L)	865.0	Q99LC4	B	3.0	0.477	463.0	0.0064794816414686	3.25	2VIS_B
1001	2VIS	B	polypeptide(L)	866.0	Q99LC4	B	110.0	0.477	463.0	0.2375809935205183	3.25	2VIS_B
1002	2VIS	C	polypeptide(L)	867.0	P03437	C	281.0	0.513	566.0	0.4964664310954063	3.25	2VIS_C
1003	2VLO	A	polypeptide(L)	868.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	1.8	2VLO_A
1004	2VLO	B	polypeptide(L)	869.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	1.8	2VLO_B
1005	2VLP	A	polypeptide(L)	870.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	2.0	2VLP_A
1006	2VLP	B	polypeptide(L)	871.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	2.0	2VLP_B
1007	2VLQ	A	polypeptide(L)	872.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	1.6	2VLQ_A
1008	2VLQ	B	polypeptide(L)	873.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	1.6	2VLQ_B
1009	2VLR	A	polypeptide(L)	874.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.3	2VLR_A
1010	2VLR	F	polypeptide(L)	875.0	P04439	F	274.0	0.806	365.0	0.7506849315068493	2.3	2VLR_F
1011	2VLR	B	polypeptide(L)	876.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.3	2VLR_B
1012	2VLR	G	polypeptide(L)	877.0	P61769	G	98.0	1.0	119.0	0.8235294117647058	2.3	2VLR_G
1013	2VLR	C	polypeptide(L)	878.0	P03485	C	8.0	0.036	252.0	0.0317460317460317	2.3	2VLR_C
1014	2VLR	H	polypeptide(L)	879.0	P03485	H	8.0	0.036	252.0	0.0317460317460317	2.3	2VLR_H
1015	2VLR	D	polypeptide(L)	880.0	P01848	D	88.0	0.636	140.0	0.6285714285714286	2.3	2VLR_D
1016	2VLR	I	polypeptide(L)	881.0	P01848	I	88.0	0.636	140.0	0.6285714285714286	2.3	2VLR_I
1017	2VLR	E	polypeptide(L)	882.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.3	2VLR_E
1018	2VLR	J	polypeptide(L)	883.0	P01850	J	128.0	0.733	176.0	0.7272727272727273	2.3	2VLR_J
1019	3QFJ	A	polypeptide(L)	884.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.29	3QFJ_A
1020	3QFJ	B	polypeptide(L)	885.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.29	3QFJ_B
1021	3QFJ	C	polypeptide(L)									3QFJ_C
1022	3QFJ	D	polypeptide(L)									3QFJ_D
1023	3QFJ	E	polypeptide(L)									3QFJ_E
1024	3Q3J	A	polypeptide(L)	886.0	O75051	A	110.0	0.06	1894.0	0.058078141499472	1.971	3Q3J_A
1025	3Q3J	B	polypeptide(L)	887.0	Q92730	B	195.0	0.845	232.0	0.8405172413793104	1.971	3Q3J_B
1026	3PWP	A	polypeptide(L)	888.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.69	3PWP_A
1027	3PWP	B	polypeptide(L)	889.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.69	3PWP_B
1028	3PWP	C	polypeptide(L)									3PWP_C
1029	3PWP	D	polypeptide(L)	890.0	P01848	D	88.0	0.636	140.0	0.6285714285714286	2.69	3PWP_D
1030	3PWP	E	polypeptide(L)									3PWP_E
1031	3NCC	A	polypeptide(L)	891.0	P01236	A	184.0	0.93	227.0	0.8105726872246696	2.5	3NCC_A
1032	3NCC	B	polypeptide(L)	892.0	P16471	B	209.0	0.351	622.0	0.3360128617363344	2.5	3NCC_B
1033	3N4I	A	polypeptide(L)	893.0	P0AD64	A	264.0	1.0	286.0	0.9230769230769232	1.56	3N4I_A
1034	3N4I	B	polypeptide(L)	894.0	P35804	B	164.0	1.0	201.0	0.8159203980099502	1.56	3N4I_B
1035	3NCB	A	polypeptide(L)	895.0	P01236	A	184.0	0.93	227.0	0.8105726872246696	2.1	3NCB_A
1036	3NCB	B	polypeptide(L)	896.0	P16471	B	209.0	0.351	622.0	0.3360128617363344	2.1	3NCB_B
1037	3N06	A	polypeptide(L)	897.0	P01236	A	184.0	0.93	227.0	0.8105726872246696	2.0	3N06_A
1038	3N06	B	polypeptide(L)	898.0	P16471	B	209.0	0.351	622.0	0.3360128617363344	2.0	3N06_B
1039	3N0P	A	polypeptide(L)	899.0	P01236	A	184.0	0.93	227.0	0.8105726872246696	2.1	3N0P_A
1040	3N0P	B	polypeptide(L)	900.0	P16471	B	209.0	0.351	622.0	0.3360128617363344	2.1	3N0P_B
1041	1TO1	E	polypeptide(L)	901.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.68	1TO1_E
1042	1TO1	I	polypeptide(L)	902.0	Q40059	I	63.0	0.762	84.0	0.75	1.68	1TO1_I
1043	1X1W	A	polypeptide(L)	903.0	P00648	A	109.0	0.894	157.0	0.6942675159235668	2.1	1X1W_A
1044	1X1W	B	polypeptide(L)	904.0	P00648	B	109.0	0.894	157.0	0.6942675159235668	2.1	1X1W_B
1045	1X1W	C	polypeptide(L)	905.0	P00648	C	109.0	0.894	157.0	0.6942675159235668	2.1	1X1W_C
1046	1X1W	D	polypeptide(L)	906.0	P11540	D	89.0	1.0	90.0	0.9888888888888888	2.1	1X1W_D
1047	1X1W	E	polypeptide(L)	907.0	P11540	E	89.0	1.0	90.0	0.9888888888888888	2.1	1X1W_E
1048	1X1W	F	polypeptide(L)	908.0	P11540	F	89.0	1.0	90.0	0.9888888888888888	2.1	1X1W_F
1049	1X1X	A	polypeptide(L)	909.0	P00648	A	109.0	0.894	157.0	0.6942675159235668	2.3	1X1X_A
1050	1X1X	B	polypeptide(L)	910.0	P00648	B	109.0	0.894	157.0	0.6942675159235668	2.3	1X1X_B
1051	1X1X	C	polypeptide(L)	911.0	P00648	C	109.0	0.894	157.0	0.6942675159235668	2.3	1X1X_C
1052	1X1X	D	polypeptide(L)	912.0	P11540	D	88.0	0.989	90.0	0.9777777777777776	2.3	1X1X_D
1053	1X1X	E	polypeptide(L)	913.0	P11540	E	88.0	0.989	90.0	0.9777777777777776	2.3	1X1X_E
1054	1X1X	F	polypeptide(L)	914.0	P11540	F	88.0	0.989	90.0	0.9777777777777776	2.3	1X1X_F
1055	1TM3	E	polypeptide(L)	915.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.57	1TM3_E
1056	1TM3	I	polypeptide(L)	916.0	Q40059	I	63.0	0.762	84.0	0.75	1.57	1TM3_I
1057	1TM4	E	polypeptide(L)	917.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.7	1TM4_E
1058	1TM4	I	polypeptide(L)	918.0	Q40059	I	63.0	0.762	84.0	0.75	1.7	1TM4_I
1059	1TM5	E	polypeptide(L)	919.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.45	1TM5_E
1060	1TM5	I	polypeptide(L)	920.0	Q40059	I	63.0	0.762	84.0	0.75	1.45	1TM5_I
1061	1TM7	E	polypeptide(L)	921.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.59	1TM7_E
1062	1TM7	I	polypeptide(L)	922.0	Q40059	I	63.0	0.762	84.0	0.75	1.59	1TM7_I
1063	1TMG	E	polypeptide(L)	923.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	1.67	1TMG_E
1064	1TMG	I	polypeptide(L)	924.0	Q40059	I	63.0	0.762	84.0	0.75	1.67	1TMG_I
1065	1YQV	L	polypeptide(L)									1YQV_L
1066	1YQV	H	polypeptide(L)									1YQV_H
1067	1YQV	Y	polypeptide(L)	925.0	P00698	Y	128.0	1.0	147.0	0.8707482993197279	1.7	1YQV_Y
1068	1YCS	A	polypeptide(L)	926.0	P04637	A	198.0	0.506	393.0	0.5038167938931297	2.2	1YCS_A
1069	1YCS	B	polypeptide(L)	927.0	Q13625	B	33.0	0.21	1128.0	0.0292553191489361	2.2	1YCS_B
1070	1YCS	B	polypeptide(L)	928.0	Q13625	B	202.0	0.21	1128.0	0.1790780141843971	2.2	1YCS_B
1071	3H9S	A	polypeptide(L)	929.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.7	3H9S_A
1072	3H9S	B	polypeptide(L)	930.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.7	3H9S_B
1073	3H9S	C	polypeptide(L)	931.0	P38110	C	8.0	0.003	2787.0	0.0028704700394689	2.7	3H9S_C
1074	3H9S	D	polypeptide(L)									3H9S_D
1075	3H9S	E	polypeptide(L)									3H9S_E
1076	3L5X	L	polypeptide(L)									3L5X_L
1077	3L5X	H	polypeptide(L)									3L5X_H
1078	3L5X	A	polypeptide(L)	932.0	P35225	A	111.0	0.918	146.0	0.7602739726027398	1.9	3L5X_A
1079	3LNZ	A	polypeptide(L)	933.0	Q00987	A	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_A
1080	3LNZ	C	polypeptide(L)	934.0	Q00987	C	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_C
1081	3LNZ	E	polypeptide(L)	935.0	Q00987	E	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_E
1082	3LNZ	G	polypeptide(L)	936.0	Q00987	G	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_G
1083	3LNZ	I	polypeptide(L)	937.0	Q00987	I	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_I
1084	3LNZ	K	polypeptide(L)	938.0	Q00987	K	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_K
1085	3LNZ	M	polypeptide(L)	939.0	Q00987	M	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_M
1086	3LNZ	O	polypeptide(L)	940.0	Q00987	O	84.0	0.173	491.0	0.1710794297352342	1.95	3LNZ_O
1087	3LNZ	B	polypeptide(L)									3LNZ_B
1088	3LNZ	D	polypeptide(L)									3LNZ_D
1089	3LNZ	F	polypeptide(L)									3LNZ_F
1090	3LNZ	H	polypeptide(L)									3LNZ_H
1091	3LNZ	J	polypeptide(L)									3LNZ_J
1092	3LNZ	L	polypeptide(L)									3LNZ_L
1093	3LNZ	N	polypeptide(L)									3LNZ_N
1094	3LNZ	P	polypeptide(L)									3LNZ_P
1095	3D5S	A	polypeptide(L)	941.0	P01024	A	291.0	0.178	1663.0	0.1749849669272399	2.3	3D5S_A
1096	3D5S	B	polypeptide(L)	942.0	P01024	B	291.0	0.178	1663.0	0.1749849669272399	2.3	3D5S_B
1097	3D5S	C	polypeptide(L)	943.0	A6QG59	C	64.0	0.478	165.0	0.3878787878787879	2.3	3D5S_C
1098	3D5S	D	polypeptide(L)	944.0	A6QG59	D	64.0	0.478	165.0	0.3878787878787879	2.3	3D5S_D
1099	3BTW	E	polypeptide(L)	945.0	P00760	E	222.0	0.974	246.0	0.902439024390244	2.05	3BTW_E
1100	3BTW	I	polypeptide(L)	946.0	P00974	I	57.0	0.734	100.0	0.57	2.05	3BTW_I
1101	3D5R	A	polypeptide(L)	947.0	P01024	A	291.0	0.178	1663.0	0.1749849669272399	2.1	3D5R_A
1102	3D5R	B	polypeptide(L)	948.0	P01024	B	291.0	0.178	1663.0	0.1749849669272399	2.1	3D5R_B
1103	3D5R	C	polypeptide(L)	949.0	A6QG59	C	64.0	0.478	165.0	0.3878787878787879	2.1	3D5R_C
1104	3D5R	D	polypeptide(L)	950.0	A6QG59	D	64.0	0.478	165.0	0.3878787878787879	2.1	3D5R_D
1105	3EG5	A	polypeptide(L)	951.0	P60766	A	177.0	0.932	191.0	0.9267015706806284	2.7	3EG5_A
1106	3EG5	C	polypeptide(L)	952.0	P60766	C	177.0	0.932	191.0	0.9267015706806284	2.7	3EG5_C
1107	3EG5	B	polypeptide(L)	953.0	O08808	B	382.0	0.305	1255.0	0.3043824701195219	2.7	3EG5_B
1108	3EG5	D	polypeptide(L)	954.0	O08808	D	382.0	0.305	1255.0	0.3043824701195219	2.7	3EG5_D
1109	1P6A	A	polypeptide(L)	955.0	P36711	A	184.0	0.315	587.0	0.313458262350937	2.9	1P6A_A
1110	1P6A	B	polypeptide(L)	956.0	P78310	B	122.0	0.355	365.0	0.3342465753424657	2.9	1P6A_B
1111	1REW	A	polypeptide(L)	957.0	P12643	A	113.0	0.306	396.0	0.2853535353535353	1.863	1REW_A
1112	1REW	B	polypeptide(L)	958.0	P12643	B	113.0	0.306	396.0	0.2853535353535353	1.863	1REW_B
1113	1REW	C	polypeptide(L)	959.0	P36894	C	128.0	0.253	532.0	0.2406015037593984	1.863	1REW_C
1114	1REW	D	polypeptide(L)	960.0	P36894	D	128.0	0.253	532.0	0.2406015037593984	1.863	1REW_D
1115	1CSO	E	polypeptide(L)	961.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.9	1CSO_E
1116	1CSO	I	polypeptide(L)	962.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.9	1CSO_I
1117	1CT4	E	polypeptide(L)	963.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.6	1CT4_E
1118	1CT4	I	polypeptide(L)	964.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.6	1CT4_I
1119	1QSE	A	polypeptide(L)	965.0	P04439	A	273.0	0.804	365.0	0.7479452054794521	2.8	1QSE_A
1120	1QSE	B	polypeptide(L)	966.0	P61769	B	99.0	1.0	119.0	0.8319327731092437	2.8	1QSE_B
1121	1QSE	C	polypeptide(L)									1QSE_C
1122	1QSE	D	polypeptide(L)									1QSE_D
1123	1QSE	E	polypeptide(L)									1QSE_E
1124	1CT0	E	polypeptide(L)	967.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	1CT0_E
1125	1CT0	I	polypeptide(L)	968.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	1CT0_I
1126	3RF3	A	polypeptide(L)	969.0	P18206	A	257.0	0.228	1134.0	0.2266313932980599	1.61	3RF3_A
1127	3RF3	B	polypeptide(L)	970.0	P18206	B	257.0	0.228	1134.0	0.2266313932980599	1.61	3RF3_B
1128	3RF3	C	polypeptide(L)	971.0	P18010	C	24.0	0.039	633.0	0.0379146919431279	1.61	3RF3_C
1129	3RF3	D	polypeptide(L)	972.0	P18010	D	24.0	0.039	633.0	0.0379146919431279	1.61	3RF3_D
1130	1M9E	A	polypeptide(L)	973.0	P62937	A	163.0	0.994	165.0	0.987878787878788	1.72	1M9E_A
1131	1M9E	B	polypeptide(L)	974.0	P62937	B	163.0	0.994	165.0	0.987878787878788	1.72	1M9E_B
1132	1M9E	C	polypeptide(L)	975.0	Q72497	C	145.0	0.292	500.0	0.29	1.72	1M9E_C
1133	1M9E	D	polypeptide(L)	976.0	Q72497	D	145.0	0.292	500.0	0.29	1.72	1M9E_D
1134	1KIR	A	polypeptide(L)									1KIR_A
1135	1KIR	B	polypeptide(L)	977.0	P01820	B	95.0	1.0	115.0	0.8260869565217391	2.0	1KIR_B
1136	1KIR	C	polypeptide(L)	978.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.0	1KIR_C
1137	1KIP	A	polypeptide(L)	979.0	P01635	A	94.0	1.0	115.0	0.8173913043478261	2.1	1KIP_A
1138	1KIP	B	polypeptide(L)									1KIP_B
1139	1KIP	C	polypeptide(L)	980.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1KIP_C
1140	1KIQ	A	polypeptide(L)	981.0	P01635	A	94.0	1.0	115.0	0.8173913043478261	1.85	1KIQ_A
1141	1KIQ	B	polypeptide(L)									1KIQ_B
1142	1KIQ	C	polypeptide(L)	982.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	1.85	1KIQ_C
1143	1SIB	E	polypeptide(L)	983.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	2.4	1SIB_E
1144	1SIB	I	polypeptide(L)	984.0	P01051	I	69.0	1.0	70.0	0.9857142857142858	2.4	1SIB_I
1145	3TGK	E	polypeptide(L)	985.0	P00763	E	231.0	0.991	246.0	0.9390243902439024	1.7	3TGK_E
1146	3TGK	I	polypeptide(L)	986.0	P00974	I	64.0	0.823	100.0	0.64	1.7	3TGK_I
1147	3U82	A	polypeptide(L)	987.0	Q69091	A	284.0	0.772	394.0	0.7208121827411168	3.164	3U82_A
1148	3U82	B	polypeptide(L)	988.0	Q15223	B	305.0	0.626	517.0	0.5899419729206963	3.164	3U82_B
1149	3UII	A	polypeptide(L)	989.0	O15392	A	141.0	1.0	142.0	0.9929577464788732	2.6	3UII_A
1150	3UII	B	polypeptide(L)	990.0	O15392	B	141.0	1.0	142.0	0.9929577464788732	2.6	3UII_B
1151	3UII	P	polypeptide(L)	991.0	P68431	P	9.0	0.074	136.0	0.0661764705882353	2.6	3UII_P
1152	3UII	Q	polypeptide(L)	992.0	P68431	Q	9.0	0.074	136.0	0.0661764705882353	2.6	3UII_Q
1153	1SGQ	E	polypeptide(L)	993.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.9	1SGQ_E
1154	1SGQ	I	polypeptide(L)	994.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.9	1SGQ_I
1155	1SGY	E	polypeptide(L)	995.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	1SGY_E
1156	1SGY	I	polypeptide(L)	996.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	1SGY_I
1157	1SGP	E	polypeptide(L)	997.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.4	1SGP_E
1158	1SGP	I	polypeptide(L)	998.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.4	1SGP_I
1159	1S0W	A	polypeptide(L)	999.0	P62593	A	262.0	1.0	286.0	0.916083916083916	2.3	1S0W_A
1160	1S0W	B	polypeptide(L)	1000.0	P62593	B	262.0	1.0	286.0	0.916083916083916	2.3	1S0W_B
1161	1S0W	C	polypeptide(L)	1001.0	P35804	C	164.0	1.0	201.0	0.8159203980099502	2.3	1S0W_C
1162	1S0W	D	polypeptide(L)	1002.0	P35804	D	164.0	1.0	201.0	0.8159203980099502	2.3	1S0W_D
1163	1SBN	E	polypeptide(L)	1003.0	P00782	E	274.0	0.781	382.0	0.7172774869109948	2.1	1SBN_E
1164	1SBN	I	polypeptide(L)	1004.0	P01051	I	69.0	1.0	70.0	0.9857142857142858	2.1	1SBN_I
1165	1SGD	E	polypeptide(L)	1005.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	1SGD_E
1166	1SGD	I	polypeptide(L)	1006.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	1SGD_I
1167	1SGE	E	polypeptide(L)	1007.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	1SGE_E
1168	1SGE	I	polypeptide(L)	1008.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	1SGE_I
1169	1SGN	E	polypeptide(L)	1009.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.8	1SGN_E
1170	1SGN	I	polypeptide(L)	1010.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.8	1SGN_I
1171	1CT2	E	polypeptide(L)	1011.0	P00777	E	184.0	0.709	299.0	0.6153846153846154	1.65	1CT2_E
1172	1CT2	I	polypeptide(L)	1012.0	P68390	I	50.0	0.276	185.0	0.2702702702702703	1.65	1CT2_I
1173	1P69	A	polypeptide(L)	1013.0	P36711	A	184.0	0.315	587.0	0.313458262350937	3.1	1P69_A
1174	1P69	B	polypeptide(L)	1014.0	P78310	B	122.0	0.355	365.0	0.3342465753424657	3.1	1P69_B
1175	1CZ8	V	polypeptide(L)	1015.0	P15692	V	93.0	0.238	395.0	0.2354430379746835	2.4	1CZ8_V
1176	1CZ8	W	polypeptide(L)	1016.0	P15692	W	93.0	0.238	395.0	0.2354430379746835	2.4	1CZ8_W
1177	1CZ8	L	polypeptide(L)									1CZ8_L
1178	1CZ8	X	polypeptide(L)									1CZ8_X
1179	1CZ8	H	polypeptide(L)									1CZ8_H
1180	1CZ8	Y	polypeptide(L)									1CZ8_Y
1181	4EKD	A	polypeptide(L)	1017.0	P21279	A	341.0	0.953	359.0	0.9498607242339832	2.71	4EKD_A
1182	4EKD	B	polypeptide(L)	1018.0	P41220	B	131.0	0.626	211.0	0.6208530805687204	2.71	4EKD_B
1183	1GRN	A	polypeptide(L)	1019.0	P60953	A	190.0	1.0	191.0	0.9947643979057592	2.1	1GRN_A
1184	1GRN	B	polypeptide(L)	1020.0	Q07960	B	202.0	0.462	439.0	0.4601366742596811	2.1	1GRN_B
1185	1GL1	A	polypeptide(L)	1021.0	P00766	A	244.0	1.0	245.0	0.9959183673469388	2.1	1GL1_A
1186	1GL1	B	polypeptide(L)	1022.0	P00766	B	244.0	1.0	245.0	0.9959183673469388	2.1	1GL1_B
1187	1GL1	C	polypeptide(L)	1023.0	P00766	C	244.0	1.0	245.0	0.9959183673469388	2.1	1GL1_C
1188	1GL1	I	polypeptide(L)	1024.0	P80060	I	35.0	0.493	92.0	0.3804347826086957	2.1	1GL1_I
1189	1GL1	J	polypeptide(L)	1025.0	P80060	J	35.0	0.493	92.0	0.3804347826086957	2.1	1GL1_J
1190	1GL1	K	polypeptide(L)	1026.0	P80060	K	35.0	0.493	92.0	0.3804347826086957	2.1	1GL1_K
1191	1GL0	E	polypeptide(L)	1027.0	P00766	E	244.0	1.0	245.0	0.9959183673469388	3.0	1GL0_E
1192	1GL0	I	polypeptide(L)	1028.0	P80060	I	34.0	0.479	92.0	0.3695652173913043	3.0	1GL0_I
1193	1HE8	A	polypeptide(L)	1029.0	P48736	A	958.0	0.87	1102.0	0.8693284936479129	3.0	1HE8_A
1194	1HE8	B	polypeptide(L)	1030.0	P01112	B	165.0	0.878	189.0	0.873015873015873	3.0	1HE8_B
1195	4JFD	A	polypeptide(L)	1031.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.46	4JFD_A
1196	4JFD	B	polypeptide(L)	1032.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.46	4JFD_B
1197	4JFD	C	polypeptide(L)									4JFD_C
1198	4JFD	D	polypeptide(L)	1033.0	P01848	D	85.0	0.614	140.0	0.6071428571428571	2.46	4JFD_D
1199	4JFD	E	polypeptide(L)	1034.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.46	4JFD_E
1200	1FR2	A	polypeptide(L)	1035.0	P13479	A	85.0	1.0	86.0	0.9883720930232558	1.6	1FR2_A
1201	1FR2	B	polypeptide(L)	1036.0	P09883	B	132.0	0.229	582.0	0.2268041237113402	1.6	1FR2_B
1202	1F5R	A	polypeptide(L)	1037.0	P00763	A	231.0	0.991	246.0	0.9390243902439024	1.65	1F5R_A
1203	1F5R	I	polypeptide(L)	1038.0	P00974	I	64.0	0.823	100.0	0.64	1.65	1F5R_I
1204	4JGH	A	polypeptide(L)	1039.0	O14508	A	166.0	0.843	198.0	0.8383838383838383	3.0	4JGH_A
1205	4JGH	B	polypeptide(L)	1040.0	P62869	B	117.0	1.0	118.0	0.9915254237288136	3.0	4JGH_B
1206	4JGH	C	polypeptide(L)	1041.0	P83940	C	95.0	0.857	112.0	0.8482142857142857	3.0	4JGH_C
1207	4JGH	D	polypeptide(L)	1042.0	Q93034	D	376.0	0.483	780.0	0.482051282051282	3.0	4JGH_D
1208	4JFE	A	polypeptide(L)	1043.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.7	4JFE_A
1209	4JFE	B	polypeptide(L)	1044.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.7	4JFE_B
1210	4JFE	C	polypeptide(L)									4JFE_C
1211	4JFE	D	polypeptide(L)	1045.0	P01848	D	86.0	0.621	140.0	0.6142857142857143	2.7	4JFE_D
1212	4JFE	E	polypeptide(L)	1046.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.7	4JFE_E
1213	4KRP	A	polypeptide(L)	1047.0	P00533	A	612.0	0.521	1210.0	0.5057851239669422	2.823	4KRP_A
1214	4KRP	A	polypeptide(L)	1048.0	P00533	A	4.0	0.521	1210.0	0.0033057851239669	2.823	4KRP_A
1215	4KRP	B	polypeptide(L)									4KRP_B
1216	4KRP	C	polypeptide(L)									4KRP_C
1217	4KRP	D	polypeptide(L)									4KRP_D
1218	4LRX	A	polypeptide(L)	1049.0	P76015	A	355.0	1.0	356.0	0.9971910112359552	3.25	4LRX_A
1219	4LRX	B	polypeptide(L)	1050.0	P76015	B	355.0	1.0	356.0	0.9971910112359552	3.25	4LRX_B
1220	4LRX	C	polypeptide(L)	1051.0	P76016	C	317.0	0.498	639.0	0.4960876369327073	3.25	4LRX_C
1221	4LRX	D	polypeptide(L)	1052.0	P76016	D	317.0	0.498	639.0	0.4960876369327073	3.25	4LRX_D
1222	4MYW	A	polypeptide(L)	1053.0	P03172	A	284.0	0.774	393.0	0.72264631043257	3.189	4MYW_A
1223	4MYW	C	polypeptide(L)	1054.0	P03172	C	284.0	0.774	393.0	0.72264631043257	3.189	4MYW_C
1224	4MYW	B	polypeptide(L)	1055.0	Q15223	B	305.0	0.626	517.0	0.5899419729206963	3.189	4MYW_B
1225	4MYW	D	polypeptide(L)	1056.0	Q15223	D	305.0	0.626	517.0	0.5899419729206963	3.189	4MYW_D
